"","n","k","Largos","NA","distri"
"1069",90,12,22,2,2
"1070",90,12,21,2,2
"1071",90,12,14,2,2
"1072",90,12,15,2,2
"1073",90,12,33,2,2
"1074",90,12,10,2,2
"1075",90,12,4,2,2
"1076",90,12,5,2,2
"1077",90,12,8,2,2
"1078",90,12,9,2,2
"1079",90,12,13,2,2
"1080",90,12,10,2,2
"1081",90,12,9,2,2
"1082",90,12,25,2,2
"1083",90,12,24,2,2
"1084",90,12,6,2,2
"1085",90,12,6,2,2
"1086",90,12,11,2,2
"1087",90,12,5,2,2
"1088",90,12,48,2,2
"1089",90,12,8,2,2
"1090",90,12,4,2,2
"1091",90,12,14,2,2
"1092",90,12,8,2,2
"1093",90,12,7,2,2
"1094",90,12,21,2,2
"1095",90,12,23,2,2
"1096",90,12,13,2,2
"1097",90,12,13,2,2
"1098",90,12,12,2,2
"1099",90,12,23,2,2
"1100",90,12,8,2,2
"1101",90,12,10,2,2
"1102",90,12,25,2,2
"1103",90,12,17,2,2
"1104",90,12,15,2,2
"1105",90,12,11,2,2
"1106",90,12,114,2,2
"1107",90,12,11,2,2
"1108",90,12,17,2,2
"1109",90,12,17,2,2
"1110",90,12,116,2,2
"1111",90,12,13,2,2
"1112",90,12,13,2,2
"1113",90,12,15,2,2
"1114",90,12,22,2,2
"1115",90,12,55,2,2
"1116",90,12,12,2,2
"1117",90,12,7,2,2
"1118",90,12,18,2,2
"1119",90,12,6,2,2
"1120",90,12,16,2,2
"1121",90,12,7,2,2
"1122",90,12,36,2,2
"1123",90,12,16,2,2
"1124",90,12,8,2,2
"1125",90,12,6,2,2
"1126",90,12,14,2,2
"1127",90,12,32,2,2
"1128",90,12,9,2,2
"1129",90,12,11,2,2
"1130",90,12,4,2,2
"1131",90,12,18,2,2
"1132",90,12,20,2,2
"1133",90,12,9,2,2
"1134",90,12,12,2,2
"1135",90,12,27,2,2
"1136",90,12,11,2,2
"1137",90,12,6,2,2
"1138",90,12,9,2,2
"1139",90,12,9,2,2
"1140",90,12,21,2,2
"1141",90,12,30,2,2
"1142",90,12,39,2,2
"1143",90,12,10,2,2
"1144",90,12,20,2,2
"1145",90,12,19,2,2
"1146",90,12,18,2,2
"1147",90,12,19,2,2
"1148",90,12,15,2,2
"1149",90,12,20,2,2
"1150",90,12,8,2,2
"1151",90,12,10,2,2
"1152",90,12,7,2,2
"1153",90,12,15,2,2
"1154",90,12,11,2,2
"1155",90,12,17,2,2
"1156",90,12,12,2,2
"1157",90,12,12,2,2
"1158",90,12,14,2,2
"1159",90,12,7,2,2
"1160",90,12,11,2,2
"1161",90,12,13,2,2
"1162",90,12,15,2,2
"1163",90,12,54,2,2
"1164",90,12,10,2,2
"1165",90,12,12,2,2
"1166",90,12,35,2,2
"1167",90,12,12,2,2
"1168",90,12,29,2,2
"1169",90,12,40,2,2
"1170",90,12,13,2,2
"1171",90,12,5,2,2
"1172",90,12,17,2,2
"1173",90,12,8,2,2
"1174",90,12,10,2,2
"1175",90,12,6,2,2
"1176",90,12,28,2,2
"1177",90,12,44,2,2
"1178",90,12,15,2,2
"1179",90,12,9,2,2
"1180",90,12,7,2,2
"1181",90,12,12,2,2
"1182",90,12,13,2,2
"1183",90,12,12,2,2
"1184",90,12,6,2,2
"1185",90,12,7,2,2
"1186",90,12,5,2,2
"1187",90,12,16,2,2
"1188",90,12,24,2,2
"1189",90,12,6,2,2
"1190",90,12,8,2,2
"1191",90,12,23,2,2
"1192",90,12,12,2,2
"1193",90,12,33,2,2
"1194",90,12,17,2,2
"1195",90,12,13,2,2
"1196",90,12,31,2,2
"1197",90,12,10,2,2
"1198",90,12,36,2,2
"1199",90,12,7,2,2
"1200",90,12,11,2,2
"1201",40,15,13,2,2
"1202",40,15,4,2,2
"1203",40,15,15,2,2
"1204",40,15,26,2,2
"1205",40,15,16,2,2
"1206",40,15,11,2,2
"1207",40,15,11,2,2
"1208",40,15,18,2,2
"1209",40,15,52,2,2
"1210",40,15,15,2,2
"1211",40,15,13,2,2
"1212",40,15,23,2,2
"1213",40,15,10,2,2
"1214",40,15,4,2,2
"1215",40,15,15,2,2
"1216",40,15,19,2,2
"1217",40,15,14,2,2
"1218",40,15,5,2,2
"1219",40,15,74,2,2
"1220",40,15,12,2,2
"1221",40,15,66,2,2
"1222",40,15,4,2,2
"1223",40,15,75,2,2
"1224",40,15,23,2,2
"1225",40,15,82,2,2
"1226",40,15,43,2,2
"1227",40,15,19,2,2
"1228",40,15,25,2,2
"1229",40,15,4,2,2
"1230",40,15,18,2,2
"1231",40,15,16,2,2
"1232",40,15,89,2,2
"1233",40,15,11,2,2
"1234",40,15,14,2,2
"1235",40,15,15,2,2
"1236",40,15,11,2,2
"1237",40,15,18,2,2
"1238",40,15,22,2,2
"1239",40,15,77,2,2
"1240",40,15,12,2,2
"1241",40,15,18,2,2
"1242",40,15,30,2,2
"1243",40,15,8,2,2
"1244",40,15,98,2,2
"1245",40,15,9,2,2
"1246",40,15,9,2,2
"1247",40,15,6,2,2
"1248",40,15,17,2,2
"1249",40,15,19,2,2
"1250",40,15,28,2,2
"1251",40,15,5,2,2
"1252",40,15,79,2,2
"1253",40,15,18,2,2
"1254",40,15,10,2,2
"1255",40,15,7,2,2
"1256",40,15,9,2,2
"1257",40,15,32,2,2
"1258",40,15,26,2,2
"1259",40,15,25,2,2
"1260",40,15,21,2,2
"1261",40,15,3,2,2
"1262",40,15,5,2,2
"1263",40,15,11,2,2
"1264",40,15,13,2,2
"1265",40,15,19,2,2
"1266",40,15,5,2,2
"1267",40,15,11,2,2
"1268",40,15,10,2,2
"1269",40,15,13,2,2
"1270",40,15,7,2,2
"1271",40,15,10,2,2
"1272",40,15,27,2,2
"1273",40,15,3,2,2
"1274",40,15,5,2,2
"1275",40,15,69,2,2
"1276",40,15,53,2,2
"1277",40,15,15,2,2
"1278",40,15,3,2,2
"1279",40,15,12,2,2
"1280",40,15,12,2,2
"1281",40,15,5,2,2
"1282",40,15,56,2,2
"1283",40,15,4,2,2
"1284",40,15,5,2,2
"1285",40,15,12,2,2
"1286",40,15,17,2,2
"1287",40,15,11,2,2
"1288",40,15,28,2,2
"1289",40,15,8,2,2
"1290",40,15,15,2,2
"1291",40,15,5,2,2
"1292",40,15,13,2,2
"1293",40,15,9,2,2
"1294",40,15,45,2,2
"1295",40,15,27,2,2
"1296",40,15,5,2,2
"1297",40,15,6,2,2
"1298",40,15,8,2,2
"1299",40,15,91,2,2
"1300",40,15,35,2,2
"1301",40,15,15,2,2
"1302",40,15,55,2,2
"1303",40,15,17,2,2
"1304",40,15,24,2,2
"1305",40,15,17,2,2
"1306",40,15,29,2,2
"1307",40,15,11,2,2
"1308",40,15,44,2,2
"1309",40,15,15,2,2
"1310",40,15,12,2,2
"1311",40,15,9,2,2
"1312",40,15,11,2,2
"1313",40,15,13,2,2
"1314",40,15,18,2,2
"1315",40,15,14,2,2
"1316",40,15,17,2,2
"1317",40,15,11,2,2
"1318",40,15,18,2,2
"1319",40,15,119,2,2
"1320",40,15,21,2,2
"1321",40,15,54,2,2
"1322",40,15,17,2,2
"1323",40,15,12,2,2
"1324",40,15,35,2,2
"1325",40,15,5,2,2
"1326",40,15,9,2,2
"1327",40,15,14,2,2
"1328",40,15,7,2,2
"1329",40,15,6,2,2
"1330",40,15,13,2,2
"1331",40,15,31,2,2
"1332",40,15,9,2,2
"1333",40,15,57,2,2
"1334",40,15,25,2,2
"1335",40,15,14,2,2
"1336",40,15,11,2,2
"1337",40,15,93,2,2
"1338",40,15,31,2,2
"1339",40,15,15,2,2
"1340",40,15,16,2,2
"1341",40,15,20,2,2
"1342",40,15,78,2,2
"1343",40,15,7,2,2
"1344",40,15,26,2,2
"1345",40,15,19,2,2
"1346",40,15,41,2,2
"1347",40,15,26,2,2
"1348",40,15,9,2,2
"1349",40,15,71,2,2
"1350",40,15,20,2,2
"1351",40,15,11,2,2
"1352",40,15,30,2,2
"1353",40,15,14,2,2
"1354",40,15,4,2,2
"1355",40,15,10,2,2
"1356",40,15,14,2,2
"1357",40,15,12,2,2
"1358",40,15,32,2,2
"1359",40,15,12,2,2
"1360",40,15,10,2,2
"1361",40,15,7,2,2
"1362",40,15,56,2,2
"1363",40,15,12,2,2
"1364",40,15,69,2,2
"1365",40,15,7,2,2
"1366",40,15,47,2,2
"1367",40,15,6,2,2
"1368",40,15,33,2,2
"1369",40,15,20,2,2
"1370",40,15,32,2,2
"1371",40,15,15,2,2
"1372",40,15,25,2,2
"1373",40,15,22,2,2
"1374",40,15,8,2,2
"1375",40,15,4,2,2
"1376",40,15,14,2,2
"1377",40,15,12,2,2
"1378",40,15,16,2,2
"1379",40,15,7,2,2
"1380",40,15,23,2,2
"1381",40,15,18,2,2
"1382",40,15,13,2,2
"1383",40,15,5,2,2
"1384",40,15,10,2,2
"1385",40,15,7,2,2
"1386",40,15,15,2,2
"1387",40,15,8,2,2
"1388",40,15,13,2,2
"1389",40,15,10,2,2
"1390",40,15,9,2,2
"1391",40,15,30,2,2
"1392",40,15,13,2,2
"1393",40,15,4,2,2
"1394",40,15,81,2,2
"1395",40,15,14,2,2
"1396",40,15,32,2,2
"1397",40,15,15,2,2
"1398",40,15,10,2,2
"1399",40,15,16,2,2
"1400",40,15,14,2,2
"1401",50,15,12,2,2
"1402",50,15,11,2,2
"1403",50,15,11,2,2
"1404",50,15,13,2,2
"1405",50,15,2,2,2
"1406",50,15,17,2,2
"1407",50,15,25,2,2
"1408",50,15,6,2,2
"1409",50,15,37,2,2
"1410",50,15,12,2,2
"1411",50,15,23,2,2
"1412",50,15,15,2,2
"1413",50,15,18,2,2
"1414",50,15,21,2,2
"1415",50,15,138,2,2
"1416",50,15,9,2,2
"1417",50,15,9,2,2
"1418",50,15,5,2,2
"1419",50,15,8,2,2
"1420",50,15,30,2,2
"1421",50,15,17,2,2
"1422",50,15,4,2,2
"1423",50,15,21,2,2
"1424",50,15,5,2,2
"1425",50,15,17,2,2
"1426",50,15,21,2,2
"1427",50,15,10,2,2
"1428",50,15,16,2,2
"1429",50,15,12,2,2
"1430",50,15,43,2,2
"1431",50,15,8,2,2
"1432",50,15,9,2,2
"1433",50,15,6,2,2
"1434",50,15,18,2,2
"1435",50,15,70,2,2
"1436",50,15,17,2,2
"1437",50,15,85,2,2
"1438",50,15,18,2,2
"1439",50,15,19,2,2
"1440",50,15,37,2,2
"1441",50,15,18,2,2
"1442",50,15,8,2,2
"1443",50,15,5,2,2
"1444",50,15,84,2,2
"1445",50,15,37,2,2
"1446",50,15,11,2,2
"1447",50,15,16,2,2
"1448",50,15,11,2,2
"1449",50,15,17,2,2
"1450",50,15,7,2,2
"1451",50,15,4,2,2
"1452",50,15,8,2,2
"1453",50,15,13,2,2
"1454",50,15,13,2,2
"1455",50,15,21,2,2
"1456",50,15,26,2,2
"1457",50,15,26,2,2
"1458",50,15,3,2,2
"1459",50,15,14,2,2
"1460",50,15,11,2,2
"1461",50,15,14,2,2
"1462",50,15,10,2,2
"1463",50,15,6,2,2
"1464",50,15,10,2,2
"1465",50,15,17,2,2
"1466",50,15,16,2,2
"1467",50,15,14,2,2
"1468",50,15,13,2,2
"1469",50,15,10,2,2
"1470",50,15,19,2,2
"1471",50,15,11,2,2
"1472",50,15,6,2,2
"1473",50,15,10,2,2
"1474",50,15,5,2,2
"1475",50,15,21,2,2
"1476",50,15,10,2,2
"1477",50,15,17,2,2
"1478",50,15,20,2,2
"1479",50,15,28,2,2
"1480",50,15,18,2,2
"1481",50,15,4,2,2
"1482",50,15,3,2,2
"1483",50,15,30,2,2
"1484",50,15,11,2,2
"1485",50,15,18,2,2
"1486",50,15,20,2,2
"1487",50,15,29,2,2
"1488",50,15,14,2,2
"1489",50,15,16,2,2
"1490",50,15,13,2,2
"1491",50,15,25,2,2
"1492",50,15,20,2,2
"1493",50,15,13,2,2
"1494",50,15,8,2,2
"1495",50,15,6,2,2
"1496",50,15,12,2,2
"1497",50,15,8,2,2
"1498",50,15,21,2,2
"1499",50,15,18,2,2
"1500",50,15,16,2,2
"1501",50,15,60,2,2
"1502",50,15,3,2,2
"1503",50,15,7,2,2
"1504",50,15,20,2,2
"1505",50,15,9,2,2
"1506",50,15,6,2,2
"1507",50,15,8,2,2
"1508",50,15,8,2,2
"1509",50,15,11,2,2
"1510",50,15,11,2,2
"1511",50,15,5,2,2
"1512",50,15,22,2,2
"1513",50,15,9,2,2
"1514",50,15,64,2,2
"1515",50,15,12,2,2
"1516",50,15,110,2,2
"1517",50,15,15,2,2
"1518",50,15,6,2,2
"1519",50,15,21,2,2
"1520",50,15,21,2,2
"1521",50,15,7,2,2
"1522",50,15,19,2,2
"1523",50,15,17,2,2
"1524",50,15,57,2,2
"1525",50,15,11,2,2
"1526",50,15,8,2,2
"1527",50,15,8,2,2
"1528",50,15,20,2,2
"1529",50,15,21,2,2
"1530",50,15,120,2,2
"1531",50,15,22,2,2
"1532",50,15,20,2,2
"1533",50,15,13,2,2
"1534",50,15,5,2,2
"1535",50,15,181,2,2
"1536",50,15,103,2,2
"1537",50,15,8,2,2
"1538",50,15,13,2,2
"1539",50,15,11,2,2
"1540",50,15,8,2,2
"1541",50,15,8,2,2
"1542",50,15,10,2,2
"1543",50,15,21,2,2
"1544",50,15,9,2,2
"1545",50,15,111,2,2
"1546",50,15,13,2,2
"1547",50,15,9,2,2
"1548",50,15,14,2,2
"1549",50,15,114,2,2
"1550",50,15,16,2,2
"1551",50,15,14,2,2
"1552",50,15,10,2,2
"1553",50,15,8,2,2
"1554",50,15,12,2,2
"1555",50,15,17,2,2
"1556",50,15,9,2,2
"1557",50,15,22,2,2
"1558",50,15,5,2,2
"1559",50,15,11,2,2
"1560",50,15,5,2,2
"1561",50,15,7,2,2
"1562",50,15,11,2,2
"1563",50,15,23,2,2
"1564",50,15,25,2,2
"1565",50,15,73,2,2
"1566",50,15,6,2,2
"1567",50,15,2,2,2
"1568",50,15,21,2,2
"1569",50,15,19,2,2
"1570",50,15,10,2,2
"1571",50,15,7,2,2
"1572",50,15,20,2,2
"1573",50,15,19,2,2
"1574",50,15,24,2,2
"1575",50,15,4,2,2
"1576",50,15,25,2,2
"1577",50,15,127,2,2
"1578",50,15,18,2,2
"1579",50,15,11,2,2
"1580",50,15,19,2,2
"1581",50,15,116,2,2
"1582",50,15,11,2,2
"1583",50,15,11,2,2
"1584",50,15,12,2,2
"1585",50,15,23,2,2
"1586",50,15,4,2,2
"1587",50,15,8,2,2
"1588",50,15,14,2,2
"1589",50,15,16,2,2
"1590",50,15,22,2,2
"1591",50,15,20,2,2
"1592",50,15,11,2,2
"1593",50,15,7,2,2
"1594",50,15,2,2,2
"1595",50,15,14,2,2
"1596",50,15,140,2,2
"1597",50,15,12,2,2
"1598",50,15,68,2,2
"1599",50,15,16,2,2
"1600",50,15,18,2,2
"1601",60,15,18,2,2
"1602",60,15,12,2,2
"1603",60,15,27,2,2
"1604",60,15,13,2,2
"1605",60,15,5,2,2
"1606",60,15,87,2,2
"1607",60,15,34,2,2
"1608",60,15,10,2,2
"1609",60,15,7,2,2
"1610",60,15,7,2,2
"1611",60,15,15,2,2
"1612",60,15,26,2,2
"1613",60,15,7,2,2
"1614",60,15,30,2,2
"1615",60,15,4,2,2
"1616",60,15,12,2,2
"1617",60,15,21,2,2
"1618",60,15,17,2,2
"1619",60,15,18,2,2
"1620",60,15,39,2,2
"1621",60,15,3,2,2
"1622",60,15,12,2,2
"1623",60,15,31,2,2
"1624",60,15,19,2,2
"1625",60,15,8,2,2
"1626",60,15,12,2,2
"1627",60,15,19,2,2
"1628",60,15,10,2,2
"1629",60,15,23,2,2
"1630",60,15,8,2,2
"1631",60,15,4,2,2
"1632",60,15,10,2,2
"1633",60,15,38,2,2
"1634",60,15,9,2,2
"1635",60,15,24,2,2
"1636",60,15,10,2,2
"1637",60,15,18,2,2
"1638",60,15,14,2,2
"1639",60,15,7,2,2
"1640",60,15,16,2,2
"1641",60,15,18,2,2
"1642",60,15,11,2,2
"1643",60,15,16,2,2
"1644",60,15,17,2,2
"1645",60,15,120,2,2
"1646",60,15,30,2,2
"1647",60,15,7,2,2
"1648",60,15,10,2,2
"1649",60,15,7,2,2
"1650",60,15,64,2,2
"1651",60,15,14,2,2
"1652",60,15,9,2,2
"1653",60,15,11,2,2
"1654",60,15,126,2,2
"1655",60,15,13,2,2
"1656",60,15,8,2,2
"1657",60,15,25,2,2
"1658",60,15,8,2,2
"1659",60,15,10,2,2
"1660",60,15,88,2,2
"1661",60,15,17,2,2
"1662",60,15,13,2,2
"1663",60,15,3,2,2
"1664",60,15,22,2,2
"1665",60,15,12,2,2
"1666",60,15,17,2,2
"1667",60,15,13,2,2
"1668",60,15,13,2,2
"1669",60,15,7,2,2
"1670",60,15,35,2,2
"1671",60,15,9,2,2
"1672",60,15,13,2,2
"1673",60,15,7,2,2
"1674",60,15,29,2,2
"1675",60,15,17,2,2
"1676",60,15,58,2,2
"1677",60,15,14,2,2
"1678",60,15,5,2,2
"1679",60,15,16,2,2
"1680",60,15,18,2,2
"1681",60,15,16,2,2
"1682",60,15,57,2,2
"1683",60,15,18,2,2
"1684",60,15,7,2,2
"1685",60,15,11,2,2
"1686",60,15,18,2,2
"1687",60,15,7,2,2
"1688",60,15,5,2,2
"1689",60,15,8,2,2
"1690",60,15,14,2,2
"1691",60,15,4,2,2
"1692",60,15,14,2,2
"1693",60,15,22,2,2
"1694",60,15,8,2,2
"1695",60,15,14,2,2
"1696",60,15,11,2,2
"1697",60,15,8,2,2
"1698",60,15,17,2,2
"1699",60,15,18,2,2
"1700",60,15,8,2,2
"1701",60,15,16,2,2
"1702",60,15,94,2,2
"1703",60,15,15,2,2
"1704",60,15,9,2,2
"1705",60,15,24,2,2
"1706",60,15,23,2,2
"1707",60,15,9,2,2
"1708",60,15,19,2,2
"1709",60,15,19,2,2
"1710",60,15,7,2,2
"1711",60,15,13,2,2
"1712",60,15,8,2,2
"1713",60,15,14,2,2
"1714",60,15,34,2,2
"1715",60,15,14,2,2
"1716",60,15,9,2,2
"1717",60,15,4,2,2
"1718",60,15,36,2,2
"1719",60,15,6,2,2
"1720",60,15,6,2,2
"1721",60,15,24,2,2
"1722",60,15,19,2,2
"1723",60,15,155,2,2
"1724",60,15,6,2,2
"1725",60,15,17,2,2
"1726",60,15,23,2,2
"1727",60,15,20,2,2
"1728",60,15,12,2,2
"1729",60,15,10,2,2
"1730",60,15,9,2,2
"1731",60,15,13,2,2
"1732",60,15,79,2,2
"1733",60,15,25,2,2
"1734",60,15,7,2,2
"1735",60,15,47,2,2
"1736",60,15,9,2,2
"1737",60,15,13,2,2
"1738",60,15,79,2,2
"1739",60,15,7,2,2
"1740",60,15,7,2,2
"1741",60,15,13,2,2
"1742",60,15,11,2,2
"1743",60,15,4,2,2
"1744",60,15,29,2,2
"1745",60,15,26,2,2
"1746",60,15,12,2,2
"1747",60,15,10,2,2
"1748",60,15,15,2,2
"1749",60,15,13,2,2
"1750",60,15,10,2,2
"1751",60,15,17,2,2
"1752",60,15,12,2,2
"1753",60,15,14,2,2
"1754",60,15,12,2,2
"1755",60,15,16,2,2
"1756",60,15,18,2,2
"1757",60,15,18,2,2
"1758",60,15,9,2,2
"1759",60,15,4,2,2
"1760",60,15,7,2,2
"1761",60,15,19,2,2
"1762",60,15,35,2,2
"1763",60,15,20,2,2
"1764",60,15,26,2,2
"1765",60,15,15,2,2
"1766",60,15,37,2,2
"1767",60,15,18,2,2
"1768",60,15,40,2,2
"1769",60,15,8,2,2
"1770",60,15,11,2,2
"1771",60,15,47,2,2
"1772",60,15,17,2,2
"1773",60,15,12,2,2
"1774",60,15,21,2,2
"1775",60,15,52,2,2
"1776",60,15,31,2,2
"1777",60,15,6,2,2
"1778",60,15,7,2,2
"1779",60,15,5,2,2
"1780",60,15,26,2,2
"1781",60,15,4,2,2
"1782",60,15,80,2,2
"1783",60,15,37,2,2
"1784",60,15,63,2,2
"1785",60,15,20,2,2
"1786",60,15,20,2,2
"1787",60,15,7,2,2
"1788",60,15,8,2,2
"1789",60,15,12,2,2
"1790",60,15,6,2,2
"1791",60,15,22,2,2
"1792",60,15,13,2,2
"1793",60,15,17,2,2
"1794",60,15,4,2,2
"1795",60,15,15,2,2
"1796",60,15,9,2,2
"1797",60,15,17,2,2
"1798",60,15,21,2,2
"1799",60,15,21,2,2
"1800",60,15,15,2,2
"1801",70,15,9,2,2
"1802",70,15,15,2,2
"1803",70,15,20,2,2
"1804",70,15,9,2,2
"1805",70,15,12,2,2
"1806",70,15,20,2,2
"1807",70,15,29,2,2
"1808",70,15,21,2,2
"1809",70,15,51,2,2
"1810",70,15,16,2,2
"1811",70,15,11,2,2
"1812",70,15,28,2,2
"1813",70,15,36,2,2
"1814",70,15,19,2,2
"1815",70,15,12,2,2
"1816",70,15,8,2,2
"1817",70,15,11,2,2
"1818",70,15,19,2,2
"1819",70,15,17,2,2
"1820",70,15,17,2,2
"1821",70,15,10,2,2
"1822",70,15,16,2,2
"1823",70,15,16,2,2
"1824",70,15,7,2,2
"1825",70,15,8,2,2
"1826",70,15,4,2,2
"1827",70,15,27,2,2
"1828",70,15,8,2,2
"1829",70,15,2,2,2
"1830",70,15,21,2,2
"1831",70,15,21,2,2
"1832",70,15,12,2,2
"1833",70,15,13,2,2
"1834",70,15,12,2,2
"1835",70,15,30,2,2
"1836",70,15,12,2,2
"1837",70,15,19,2,2
"1838",70,15,17,2,2
"1839",70,15,15,2,2
"1840",70,15,9,2,2
"1841",70,15,13,2,2
"1842",70,15,20,2,2
"1843",70,15,20,2,2
"1844",70,15,18,2,2
"1845",70,15,12,2,2
"1846",70,15,20,2,2
"1847",70,15,17,2,2
"1848",70,15,5,2,2
"1849",70,15,34,2,2
"1850",70,15,9,2,2
"1851",70,15,20,2,2
"1852",70,15,6,2,2
"1853",70,15,8,2,2
"1854",70,15,102,2,2
"1855",70,15,4,2,2
"1856",70,15,26,2,2
"1857",70,15,6,2,2
"1858",70,15,15,2,2
"1859",70,15,4,2,2
"1860",70,15,8,2,2
"1861",70,15,18,2,2
"1862",70,15,23,2,2
"1863",70,15,34,2,2
"1864",70,15,7,2,2
"1865",70,15,6,2,2
"1866",70,15,13,2,2
"1867",70,15,10,2,2
"1868",70,15,8,2,2
"1869",70,15,31,2,2
"1870",70,15,12,2,2
"1871",70,15,6,2,2
"1872",70,15,21,2,2
"1873",70,15,26,2,2
"1874",70,15,12,2,2
"1875",70,15,10,2,2
"1876",70,15,3,2,2
"1877",70,15,24,2,2
"1878",70,15,11,2,2
"1879",70,15,19,2,2
"1880",70,15,34,2,2
"1881",70,15,10,2,2
"1882",70,15,23,2,2
"1883",70,15,26,2,2
"1884",70,15,13,2,2
"1885",70,15,7,2,2
"1886",70,15,15,2,2
"1887",70,15,15,2,2
"1888",70,15,9,2,2
"1889",70,15,11,2,2
"1890",70,15,13,2,2
"1891",70,15,3,2,2
"1892",70,15,22,2,2
"1893",70,15,21,2,2
"1894",70,15,21,2,2
"1895",70,15,32,2,2
"1896",70,15,68,2,2
"1897",70,15,19,2,2
"1898",70,15,24,2,2
"1899",70,15,2,2,2
"1900",70,15,5,2,2
"1901",70,15,25,2,2
"1902",70,15,7,2,2
"1903",70,15,7,2,2
"1904",70,15,20,2,2
"1905",70,15,15,2,2
"1906",70,15,7,2,2
"1907",70,15,11,2,2
"1908",70,15,67,2,2
"1909",70,15,14,2,2
"1910",70,15,19,2,2
"1911",70,15,8,2,2
"1912",70,15,7,2,2
"1913",70,15,10,2,2
"1914",70,15,10,2,2
"1915",70,15,21,2,2
"1916",70,15,15,2,2
"1917",70,15,12,2,2
"1918",70,15,21,2,2
"1919",70,15,19,2,2
"1920",70,15,21,2,2
"1921",70,15,18,2,2
"1922",70,15,8,2,2
"1923",70,15,9,2,2
"1924",70,15,21,2,2
"1925",70,15,17,2,2
"1926",70,15,13,2,2
"1927",70,15,5,2,2
"1928",70,15,83,2,2
"1929",70,15,20,2,2
"1930",70,15,14,2,2
"1931",70,15,33,2,2
"1932",70,15,14,2,2
"1933",70,15,9,2,2
"1934",70,15,7,2,2
"1935",70,15,11,2,2
"1936",70,15,16,2,2
"1937",70,15,20,2,2
"1938",70,15,8,2,2
"1939",70,15,17,2,2
"1940",70,15,9,2,2
"1941",70,15,16,2,2
"1942",70,15,10,2,2
"1943",70,15,11,2,2
"1944",70,15,4,2,2
"1945",70,15,8,2,2
"1946",70,15,20,2,2
"1947",70,15,7,2,2
"1948",70,15,8,2,2
"1949",70,15,10,2,2
"1950",70,15,5,2,2
"1951",70,15,14,2,2
"1952",70,15,21,2,2
"1953",70,15,22,2,2
"1954",70,15,35,2,2
"1955",70,15,16,2,2
"1956",70,15,20,2,2
"1957",70,15,3,2,2
"1958",70,15,35,2,2
"1959",70,15,14,2,2
"1960",70,15,11,2,2
"1961",70,15,17,2,2
"1962",70,15,15,2,2
"1963",70,15,7,2,2
"1964",70,15,25,2,2
"1965",70,15,7,2,2
"1966",70,15,8,2,2
"1967",70,15,10,2,2
"1968",70,15,6,2,2
"1969",70,15,6,2,2
"1970",70,15,11,2,2
"1971",70,15,17,2,2
"1972",70,15,16,2,2
"1973",70,15,28,2,2
"1974",70,15,16,2,2
"1975",70,15,11,2,2
"1976",70,15,15,2,2
"1977",70,15,21,2,2
"1978",70,15,13,2,2
"1979",70,15,10,2,2
"1980",70,15,14,2,2
"1981",70,15,13,2,2
"1982",70,15,17,2,2
"1983",70,15,25,2,2
"1984",70,15,16,2,2
"1985",70,15,20,2,2
"1986",70,15,7,2,2
"1987",70,15,17,2,2
"1988",70,15,45,2,2
"1989",70,15,17,2,2
"1990",70,15,12,2,2
"1991",70,15,13,2,2
"1992",70,15,30,2,2
"1993",70,15,15,2,2
"1994",70,15,7,2,2
"1995",70,15,146,2,2
"1996",70,15,12,2,2
"1997",70,15,16,2,2
"1998",70,15,18,2,2
"1999",70,15,12,2,2
"2000",70,15,21,2,2
"2001",80,15,6,2,2
"2002",80,15,12,2,2
"2003",80,15,7,2,2
"2004",80,15,3,2,2
"2005",80,15,15,2,2
"2006",80,15,14,2,2
"2007",80,15,7,2,2
"2008",80,15,6,2,2
"2009",80,15,11,2,2
"2010",80,15,66,2,2
"2011",80,15,27,2,2
"2012",80,15,7,2,2
"2013",80,15,21,2,2
"2014",80,15,9,2,2
"2015",80,15,7,2,2
"2016",80,15,16,2,2
"2017",80,15,24,2,2
"2018",80,15,26,2,2
"2019",80,15,13,2,2
"2020",80,15,13,2,2
"2021",80,15,5,2,2
"2022",80,15,11,2,2
"2023",80,15,12,2,2
"2024",80,15,5,2,2
"2025",80,15,26,2,2
"2026",80,15,14,2,2
"2027",80,15,6,2,2
"2028",80,15,14,2,2
"2029",80,15,7,2,2
"2030",80,15,16,2,2
"2031",80,15,22,2,2
"2032",80,15,10,2,2
"2033",80,15,19,2,2
"2034",80,15,6,2,2
"2035",80,15,12,2,2
"2036",80,15,33,2,2
"2037",80,15,10,2,2
"2038",80,15,22,2,2
"2039",80,15,8,2,2
"2040",80,15,2,2,2
"2041",80,15,8,2,2
"2042",80,15,17,2,2
"2043",80,15,5,2,2
"2044",80,15,29,2,2
"2045",80,15,22,2,2
"2046",80,15,11,2,2
"2047",80,15,58,2,2
"2048",80,15,11,2,2
"2049",80,15,13,2,2
"2050",80,15,8,2,2
"2051",80,15,22,2,2
"2052",80,15,18,2,2
"2053",80,15,14,2,2
"2054",80,15,12,2,2
"2055",80,15,22,2,2
"2056",80,15,35,2,2
"2057",80,15,19,2,2
"2058",80,15,30,2,2
"2059",80,15,15,2,2
"2060",80,15,37,2,2
"2061",80,15,28,2,2
"2062",80,15,3,2,2
"2063",80,15,8,2,2
"2064",80,15,8,2,2
"2065",80,15,14,2,2
"2066",80,15,13,2,2
